index,level,lession,kanji,vi_1,vi_2,giai_thich,image_1,image_2
1439,2,45,浜,Tân,bãi biển,Binh lính tập trận tại bãi biển,1439_image_1.png,1439_image_2.png
1440,2,46,敏,Mẫn,"cần mẫn, mẫn cảm",Hàng ngày cần mẫn làm việc,1440_image_1.png,1440_image_2.png
1441,2,46,怖,Bố,"khủng bố, dọa nạt",Giả vờ tâm thần dọa bố mẹ mua xe,1441_image_1.png,1441_image_2.png
1442,2,46,符,Phù,phù hiệu,Phù hiệu làm bằng trúc,1442_image_1.png,1442_image_2.png
1443,2,46,腐,Hủ,"cổ hủ, cũ",Thủ phủ bán thịt quá hạn (cũ),1443_image_1.png,1443_image_2.png
1444,2,46,敷,Phu,trải lát,Trải thảm uống rượu,1444_image_1.png,1444_image_2.png
1445,2,46,膚,Phu,da,Dưới lớp da ở bụng là dạ dày,1445_image_1.png,1445_image_2.png
1446,2,46,浮,Phù,nổi lên,Tóc nổi lên mặt nước khi đứa bé bơi dưới nước,1446_image_1.png,1446_image_2.png
1447,2,46,赴,Phó,tới,Chạy tới bên em,1447_image_1.png,1447_image_2.png
1448,2,46,普,Phổ,phổ biến,"Ngày nay, việc xếp hàng đợi chờ nên phố biến",1448_image_1.png,1448_image_2.png
1449,2,46,賦,Phú,"thiên phú, bẩm sinh",Bầm sinh đã giàu có và giỏi võ,1449_image_1.png,1449_image_2.png
1450,2,47,幅,Phúc,chiều dày,Chiều dày của 10 chiếc khăn được gập lại với nhau,1450_image_1.png,1450_image_2.png
1451,2,47,伏,Phục,phục kích,,1451_image_1.png,1451_image_2.png
1452,2,47,覆,Phúc,bao phủ,Chiếc túi có thể bao phủ toàn bộ thứ bên trong nó,1452_image_1.png,1452_image_2.png
1453,2,47,払,Phất,trả tiền,Muốn có thóc ăn phải trả tiền,1453_image_1.png,1453_image_2.png
1454,2,47,紛,Phân,lộn xộn,"Những sợi chỉ rồi, lộn xộn với nhau",1454_image_1.png,1454_image_2.png
1455,2,47,噴,Phún,phun,Con sò phun nước,1455_image_1.png,1455_image_2.png
1456,2,47,墳,Phần,mộ phần,Mộ phần đơn độc nơi vùng đất hoang vắng,1456_image_1.png,1456_image_2.png
1457,2,47,舞,Vũ,khiêu vũ,"Đêm sáng trăng, cắp đôi khiêu vũ cạnh ban công thật lãng mạn",1457_image_1.png,1457_image_2.png
1458,2,47,捕,Bộ,bắt,Dùng tay bắt cướp,1458_image_1.png,1458_image_2.png
1459,2,47,舗,Phố,phố xá,Đi xe Cup lượn vòng quanh phố xá,1459_image_1.png,1459_image_2.png
1460,2,48,抱,Bão,ôm,Ôm băằng tay,1460_image_1.png,1460_image_2.png
1461,2,48,胞,Bào,tế bào,Tế bào ( trong cơ thể thường có chữ nhục),1461_image_1.png,1461_image_2.png
1462,2,48,砲,Pháo,khẩu pháo,Khẩu pháo làm bằng đá,1462_image_1.png,1462_image_2.png
1463,2,48,飽,Bão,no bụng,Ăn no bụng,1463_image_1.png,1463_image_2.png
1464,2,48,峰,Phong,núi cao,Đi lên núi cao,1464_image_1.png,1464_image_2.png
1465,2,48,込,Nhập,"dồn, nhòi nhet, vào",Biển báo chỉ vào làn đường mới,1465_image_1.png,1465_image_2.png
1466,2,48,芳,Phương,cổ thơm,Cỏ thơm,1466_image_1.png,1466_image_2.png
1467,2,48,倣,Phỏng,mô phỏng,Người mô phỏng lại bước nhảy của Micheal Jackson,1467_image_1.png,1467_image_2.png
1468,2,48,崩,Băng,"phá hủy, băng hà",Đất đá lăn xuống do núi bị phá hủy,1468_image_1.png,1468_image_2.png
1469,2,48,縫,Phùng,khâu vá,Dùng kim chỉ khâu vá,1469_image_1.png,1469_image_2.png
1470,2,49,邦,Bang,quốc gia,Đường ray hướng đến 1 quốc gia,1470_image_1.png,1470_image_2.png
1471,2,49,翻,Phiên,"phiên dịch, bay phấp phới",Đôi cánh bay phấp phới,1471_image_1.png,1471_image_2.png
1472,2,49,凡,Phàm,tầm thường,Cái bàn bị nứt là cái bàn tầm thường,1472_image_1.png,1472_image_2.png
1473,2,49,盆,Bồn,cái khay,Xếp bát vào khay,1473_image_1.png,1473_image_2.png
1474,2,49,没,Một,"chìm, chết",Binh khí rơi xuống nước sẽ bị chìm,1474_image_1.png,1474_image_2.png
1475,2,49,墨,Mặc,mực đen,Mang đất đen về làm mực đen,1475_image_1.png,1475_image_2.png
1476,2,49,募,Mộ,chiêu mộ,Dùng sức đề chiêu mộ nhân tài,1476_image_1.png,1476_image_2.png
1477,2,49,慕,Mộ,hâm mộ,Đám đông người hâm mộ nghe thần tượng hát,1477_image_1.png,1477_image_2.png
1478,2,49,簿,Bộ,danh sách,Danh sách về các loại rượu trên sách thẻ tre,1478_image_1.png,1478_image_2.png
1479,2,49,房,Phòng,buồng,Phòng ngủ (buồng ngủ),1479_image_1.png,1479_image_2.png
1480,2,50,肪,Phương,mỡ,Miếng thịt nhiều mỡ,1480_image_1.png,1480_image_2.png
1481,2,50,坊,Phường,phố phường,Phố phường,1481_image_1.png,1481_image_2.png
1482,2,50,傍,Bàng,bên cạnh,3 người đứng cạnh nhau,1482_image_1.png,1482_image_2.png
1483,2,50,冒,Mạo,mạo hiểm,Nhìn lên mặt trời thì rất mạo hiểm,1483_image_1.png,1483_image_2.png
1484,2,50,帽,Mạo,mũ,Mũ làm băằng vải,1484_image_1.png,1484_image_2.png
1485,2,50,忙,Mang,bận rộn,Người bận rộn thường vô tâm,1485_image_1.png,1485_image_2.png
1486,2,50,妨,Phương,cản trở,Anh hùng không qua ải mỹ nhân (cản trở),1486_image_1.png,1486_image_2.png
1487,2,50,某,Mỗ,anh ta,Ảnh ta thích ăn cam trên cây,1487_image_1.png,1487_image_2.png
1488,2,50,謀,Mưu,âm mưu,Ảnh ta có âm mưu ăn trộm cam,1488_image_1.png,1488_image_2.png
1489,2,50,膨,Bành,"bành trướng, sự phát triển",Ăn nhiều thịt sẽ béo (sự phát triển),1489_image_1.png,1489_image_2.png
1490,2,51,乏,Phạp,khốn cùng,Kẻ khốn khổ định nhảy tự tử,1490_image_1.png,1490_image_2.png
1491,2,51,漫,Mạn,"lãng mạn, tản mạn, đầy tràn",Cốc socola đầy tràn,1491_image_1.png,1491_image_2.png
1492,2,51,慢,Mạn,từ từ,,1492_image_1.png,1492_image_2.png
1493,2,51,魔,Ma,ma quỷ,Ma quỷ,1493_image_1.png,1493_image_2.png
1494,2,51,埋,Mai,chôn,Chôn cất,1494_image_1.png,1494_image_2.png
1495,2,51,妙,Diệu,"huyền diệu, kỳ lạ",Cô gái khuyết (không) tóc trông thật diệu kỳ,1495_image_1.png,1495_image_2.png
1496,2,51,眠,Miên,ngủ,"Khi người dân ngủ, họ thường nhắm mắt",1496_image_1.png,1496_image_2.png
1497,2,51,魅,Mị,bùa mê,Bị ma quỷ bỏ bùa mê,1497_image_1.png,1497_image_2.png
1498,2,51,霧,Vụ,sương mù,Sương mù thường xuất hiện sau khi mưa,1498_image_1.png,1498_image_2.png
1499,2,51,滅,Diệt,"bất diệt, diệt vong",Quốc gia bị diệt vong,1499_image_1.png,1499_image_2.png
1500,2,52,免,Miễn,"miễn giảm, xin lỗi",Tặng chuông gió cho bạn gái để xin lỗi,1500_image_1.png,1500_image_2.png
1501,2,52,茂,Mậu,bụi cây,Dùng cung tên bắn vào bụi cây,1501_image_1.png,1501_image_2.png
1502,2,52,膜,Mô,màng,Màng tế bào,1502_image_1.png,1502_image_2.png
1503,2,52,網,Võng,cái lưới,Cái lưới được làm bằng các sợi chỉ,1503_image_1.png,1503_image_2.png
1504,2,52,猛,Mãnh,mãnh liệt,Đứa trẻ cầm bát ném chó trông thật mãnh liệt,1504_image_1.png,1504_image_2.png
1505,2,52,黙,Mặc,trầm mặc,Con chó đen trầm mặc,1505_image_1.png,1505_image_2.png
1506,2,52,紋,Văn,hoa văn,Họa tiết (hoa văn) trên áo,1506_image_1.png,1506_image_2.png
1507,2,52,躍,Dược,nhảy,Chú chim nhảy nhót dưới đất nhìn những chim én bay trên cao,1507_image_1.png,1507_image_2.png
1508,2,52,雄,Hùng,giống đực,ĐuôiI chim công đực thường đẹp hơn chim cái,1508_image_1.png,1508_image_2.png
1509,2,52,与,Dự,ban cho,Mẹ cho 15.000 đồng,1509_image_1.png,1509_image_2.png
1510,2,53,誉,Dự,danh dự,Lời nói vàng ngọc của vua,1510_image_1.png,1510_image_2.png
1511,2,53,娯,Yêu,cái eo,Cái eo,1511_image_1.png,1511_image_2.png
1512,2,53,互,Dung,dung dịch,Dung dịch trong lọ thủy tinh,1512_image_1.png,1512_image_2.png
1513,2,53,腰,Dũng,nhảy múa,Nhảy múa bằng chân,1513_image_1.png,1513_image_2.png
1514,2,53,謡,Dao,ca dao,Chú bé vừa quạt vừa hát,1514_image_1.png,1514_image_2.png
1515,2,53,揺,Dao,dao động,Chú bé dùng tay phe phẩy (dao động) cái quạt mo,1515_image_1.png,1515_image_2.png
1516,2,53,擁,Ủng,ủng hộ,Hoan hô để ủng hộ,1516_image_1.png,1516_image_2.png
1517,2,53,揚,Dương,tuyên dương,Xoa đầu tuyên dương con trâu chăm chỉ,1517_image_1.png,1517_image_2.png
1518,2,53,抑,Ức,"đè nén, ức chế",Ức chế quá bẻ gãy cờ luôn,1518_image_1.png,1518_image_2.png
1519,2,53,瀬,Lại,"nông, cạn",Dòng sông khô cạn,1519_image_1.png,1519_image_2.png
1520,2,54,頼,Lại,"ỷ lại, yêu cầu",Mẹ tôi yêu cầu tôi học bắn cung và kinh doanh,1520_image_1.png,1520_image_2.png
1521,2,54,濫,Lạm,"tràn lan, lạm dụng",Nước tràn lan ra ngoài cốc,1521_image_1.png,1521_image_2.png
1522,2,54,雷,Lôi,sấm sét,"Sấm sét, mưa to trên cánh đồng",1522_image_1.png,1522_image_2.png
1523,2,54,絡,Lạc,buộc,Buộc các sợi chỉ lại với nhau,1523_image_1.png,1523_image_2.png
1524,2,54,欄,Lan,lan can,Trồng cây ở lan can,1524_image_1.png,1524_image_2.png
1525,2,54,離,Li,rời khỏi,,1525_image_1.png,1525_image_2.png
1526,2,54,吏,Lại,quan lại,Quan lại,1526_image_1.png,1526_image_2.png
1527,2,54,慮,Lự,lưỡng lự,"Người đứng suy tư, lưỡng lự trên sườn núi",1527_image_1.png,1527_image_2.png
1528,2,54,隣,Lân,lân cận,Nhà hàng xóm (lân cận) cắt lúa đêm trăng,1528_image_1.png,1528_image_2.png
1529,2,54,厘,Li,"nhỏ, một chút",Cái cây nhỏ bên sườn núi lớn,1529_image_1.png,1529_image_2.png
1530,2,55,粒,Lạp,"hạt, hột",Hạt lúa thóc,1530_image_1.png,1530_image_2.png
1531,2,55,隆,Long,hưng thịnh,Vùng đất có nhiều người đi lại và sinh sống thì nơi ấy rất hưng. thịnh,1531_image_1.png,1531_image_2.png
1532,2,55,了,Liễu,sự kết thúc,Sự kết thúc,1532_image_1.png,1532_image_2.png
1533,2,55,猟,Liệp,săn bắt,Trộm chó,1533_image_1.png,1533_image_2.png
1534,2,55,療,Liệu,trị liệu,Trị lệu bệnh tật,1534_image_1.png,1534_image_2.png
1535,2,55,陵,Lăng,lăng tẩm,Anh chàng mang phao đĩ lại trước lăng tâm,1535_image_1.png,1535_image_2.png
1536,2,55,涙,Lệ,nước mắt,Khóc to trong phòng lớn,1536_image_1.png,1536_image_2.png
1537,2,55,零,Linh,"số không, âm độ",Mưa lạnh làm nhiệt độ giảm xuống âm độ,1537_image_1.png,1537_image_2.png
1538,2,55,霊,Linh,linh hồn,Linh hồn đứng xếp hàng trước đền thờ,1538_image_1.png,1538_image_2.png
1539,2,55,励,Lệ,khích lệ,Quân sĩ lầy đao đập khiên khích lệ sĩ khí,1539_image_1.png,1539_image_2.png
1540,2,56,廉,Liêm,liêm khiết,Những người liêm khiết thường nhà rất nghèo,1540_image_1.png,1540_image_2.png
1541,2,56,錬,Luyện,luyện kim,Luyện kim ở biên đông,1541_image_1.png,1541_image_2.png
1542,2,56,裂,Liệt,xé ra,Dùng 2 con dao xé rách cái áo,1542_image_1.png,1542_image_2.png
1543,2,56,滝,Lang,thác nước,Thác nước,1543_image_1.png,1543_image_2.png
1544,2,56,廊,Lang,hành lang,Hành lang trong nhà,1544_image_1.png,1544_image_2.png
1545,2,56,郞,Lang,con trai,Con trai thường gặt lúa tốt hơn con gái,1545_image_1.png,1545_image_2.png
1546,2,56,浪,Lãng,"phóng tung, lãng mạn, con sóng",Sóng biển,1546_image_1.png,1546_image_2.png
1547,2,56,漏,Lậu,"lỗ thủng, rò rỉ",Nhà bị dột do mái bị thủng lỗ,1547_image_1.png,1547_image_2.png
1548,2,56,楼,Lâu,lâu đài,Cô gái trong lâu đài rất thích trồng cây và lúa,1548_image_1.png,1548_image_2.png
1549,2,56,露,Lộ,"sương mù, lộ ra",Sau cơn mưa trời có xuất hiện sương mù,1549_image_1.png,1549_image_2.png
1550,2,57,炉,Lô,lò,Lò gạch trong nhà,1550_image_1.png,1550_image_2.png
1551,2,57,惑,Hoặc,mê hoặc,Mê hoặc trái tim,1551_image_1.png,1551_image_2.png
1552,2,57,腕,Oản,cánh tay,Đêm trăng sáng rủ nhau vật tay,1552_image_1.png,1552_image_2.png
1553,2,57,湾,Loan,vịnh,Vịnh,1553_image_1.png,1553_image_2.png
1554,1,1,亜,Á,châu Á,Hội chữ thập đỏ châu Á,1554_image_1.png,1554_image_2.png
1555,1,1,挨,Ai,thăm hỏi,Hỏi thăm người bạn bị trúng tên,1555_image_1.png,1555_image_2.png
1556,1,1,曖,Ái,"khó hiểu, mập mờ",Ánh sáng mập mờ khi trời sắp tối,1556_image_1.png,1556_image_2.png
1557,1,1,尉,Úy,đại úy,Đại úy đi bắt cướp,1557_image_1.png,1557_image_2.png
1558,1,1,逸,Dật,"ẩn dật, trốn tránh",Đứa bé cầm đèn lồng đi chơi trốn tránh việc nhà,1558_image_1.png,1558_image_2.png
1559,1,1,韻,Vận,vần điệu,"Đời sinh viên có cây đàn ghi ta, cười haha hát vang bài tình ca",1559_image_1.png,1559_image_2.png
1560,1,1,姻,Nhân,hôn nhân,Hôn nhân của cô gái,1560_image_1.png,1560_image_2.png
1561,1,1,畏,Úy,sợ hãi,Nông dân sợ năm nay lúa mất mùa,1561_image_1.png,1561_image_2.png
1562,1,1,萎,Nuy,héo khô,Cây cỏ héo khô,1562_image_1.png,1562_image_2.png
1563,1,1,椅,Y,cái ghê,Cái ghế làm từ cây kỳ lạ,1563_image_1.png,1563_image_2.png
1564,1,2,彙,Vị,các loại khác nhau,Hoa quả các loại (10 loại) để trên bàn,1564_image_1.png,1564_image_2.png
1565,1,2,咽,Yết,"yết hầu, họng",Miệng ho nhiều là do viêm họng,1565_image_1.png,1565_image_2.png
1566,1,2,鬱,Uất,uất ức,Người uất ức quá treo cổ tự tử,1566_image_1.png,1566_image_2.png
1567,1,2,猿,Viên,con khỉ,Chú khỉ đầu chó,1567_image_1.png,1567_image_2.png
1568,1,2,宛,Uyên,phân công,Phân công nam giới to khỏe cầm dao đi chặt củi,1568_image_1.png,1568_image_2.png
1569,1,2,媛,Viện,"bà hoàng, bà chúa",Bà hoàng,1569_image_1.png,1569_image_2.png
1570,1,2,艶,Diễm,"đẹp đẽ, bóng bảy",Chuông gió có màu sắc phong phú trông thật đẹp đẽ,1570_image_1.png,1570_image_2.png
1571,1,2,俺,Yêm,xưng tôi,Tôi không say,1571_image_1.png,1571_image_2.png
1572,1,2,垣,Viên,tường rào,Tường rào làm bằng đất,1572_image_1.png,1572_image_2.png
1573,1,2,疫,Dịch,dịch bệnh,Dịch bệnh là kẻ thù của con người,1573_image_1.png,1573_image_2.png
1574,1,3,謁,Yết,yết kiến,Nhật hoàng cho yết kiến quan quân,1574_image_1.png,1574_image_2.png
1575,1,3,凹,Ao,chỗ lõm,Đồng xu bị lõm vào,1575_image_1.png,1575_image_2.png
1576,1,3,翁,Ông,ông già,Ông già có bộ râu dài,1576_image_1.png,1576_image_2.png
1577,1,3,怨,Oán,oán hận,Hai người ngồi dựa lưng vào nhau nhưng trái tim vẫn còn mang nhiều oán hận (bằng mặt không bằng lòng),1577_image_1.png,1577_image_2.png
1578,1,3,旺,Vượng,thịnh vượng,Đất nước mà có ông vua tốt nhất hệ mặt trời tất sẽ thịnh vượng,1578_image_1.png,1578_image_2.png
1579,1,3,臆,Ức,rụt rè,"Người đứng rụt rè khi ăn tim, thịt sống",1579_image_1.png,1579_image_2.png
1580,1,3,稼,Giá,kiếm tiền,Bán lúa đề kiếm tiền nuôi gia đình,1580_image_1.png,1580_image_2.png
1581,1,3,寡,Quả,quả phụ,Quả phụ khóc thương phu quân,1581_image_1.png,1581_image_2.png
1582,1,3,禍,Họa,tai họa,Thần thánh tạo ra tai hoạ,1582_image_1.png,1582_image_2.png
1583,1,3,渦,Qua,vòng xoáy,Vòng xoáy nước,1583_image_1.png,1583_image_2.png
1584,1,4,靴,Ngoa,giày dép,Cách mạng hóa giày dép,1584_image_1.png,1584_image_2.png
1585,1,4,拐,Quải,Bắt cóc,"Dùng tay bịt miệng, dí dao vào cổ con tin",1585_image_1.png,1585_image_2.png
1586,1,4,懐,Hoài,hoài niệm,Con tim cảm thầy hoài niệm chiếc áo cũ,1586_image_1.png,1586_image_2.png
1587,1,4,核,Hạch,hạt,141 loại hạt cây khác nhau,1587_image_1.png,1587_image_2.png
1588,1,4,殼,Xác,"cái vỏ, giáp xác",Vỏ kiếm,1588_image_1.png,1588_image_2.png
1589,1,4,嚇,Hách,dọa nạt,Dọa nạt bằng miệng,1589_image_1.png,1589_image_2.png
1590,1,4,渇,Khát,khát khô,Nhật Hoàng vừa xem ca múa vừa uống rượu cho đỡ khát,1590_image_1.png,1590_image_2.png
1591,1,4,喝,Hát,"quát mắng, đe dọa",Nhật Hoàng quát mắng cung nữ,1591_image_1.png,1591_image_2.png
1592,1,4,褐,Hạt,màu nâu,Nhật Hoàng xem vũ công mặc váy nâu ca múa,1592_image_1.png,1592_image_2.png
1593,1,4,轄,Hạt,cai quản,Cai quản chiếc xe,1593_image_1.png,1593_image_2.png
1594,1,5,括,Quát,"bao quát, buộc chặt",Buộc chặt lưỡi con heo,1594_image_1.png,1594_image_2.png
1595,1,5,且,Thả,ngoài ra,Ngoài mua rau còn phải mua thùng mỳ nữa,1595_image_1.png,1595_image_2.png
1596,1,5,患,Hoạn,bệnh nhân,Kẻ tâm thần (bệnh nhân) thích đọc sách tre,1596_image_1.png,1596_image_2.png
1597,1,5,缶,Phẫu,"hộp, can, đồ sành",Cái chum bằng sành,1597_image_1.png,1597_image_2.png
1598,1,5,棺,Quan,quan tài,Quan tài làm bằng gỗ,1598_image_1.png,1598_image_2.png
1599,1,5,陥,Hãm,vây hãm,Bị 100 cánh quân vây hãm,1599_image_1.png,1599_image_2.png
1600,1,5,堪,Kham,chịu dựng,Người bê chồng sách cao nặng phải cố gắng chịu đựng,1600_image_1.png,1600_image_2.png
1601,1,5,款,Khoản,điều khoản,Hợp đồng làm bác sĩ tại bệnh viện vẫn còn thiếu 1 khoản,1601_image_1.png,1601_image_2.png
1602,1,5,還,Hoàn,"hoàn trả, sự trở về","Quan đeo vòng vàng, áo gầm về làng, dân làng ra đón mừng",1602_image_1.png,1602_image_2.png
1603,1,5,艦,Hạm,chiến hạm,Chiến hạm,1603_image_1.png,1603_image_2.png
1604,1,6,閑,Nhàn,nhàn hạ,Nhàn quá ra ngoài cửa trồng cây,1604_image_1.png,1604_image_2.png
1605,1,6,寛,Khoan,nghỉ ngơi,Giờ nghỉ ra ngoài ngắm hoa,1605_image_1.png,1605_image_2.png
1606,1,6,憾,Hám,hối tiếc,Trái tim hối tiếc,1606_image_1.png,1606_image_2.png
1607,1,6,苛,Hà,bắt nạt,Bị bạn bắt nạt bắt cho cỏ vào mồm,1607_image_1.png,1607_image_2.png
1608,1,6,楷,Giai,cây giai,Cây giai mọc cạnh cái giếng,1608_image_1.png,1608_image_2.png
1609,1,6,潰,Hội,"nghiền, đập",Bộ đội đập sò bắn nước ra,1609_image_1.png,1609_image_2.png
1610,1,6,諧,Hài,hài hòa,Ngôn ngữ mà mọi người đều nghe hiểu là hài hòa,1610_image_1.png,1610_image_2.png
1611,1,6,葛,Cát,củ sắn,Người thu hoạch sắn và rau sắn đề nấu ăn,1611_image_1.png,1611_image_2.png
1612,1,6,韓,Hàn,Hàn Quốc,Mang ví và thắt lưng da xuất khẩu sang Hàn Quốc,1612_image_1.png,1612_image_2.png
1613,1,6,瓦,Ngõa,gạch ngói,Gạch ngói,1613_image_1.png,1613_image_2.png
1614,1,7,崖,Nhai,vách núi,2 người đứng vách núi ngắm nhìn ngọn núi phía xa,1614_image_1.png,1614_image_2.png
1615,1,7,蓋,Cái,"cái vòm, nắp",Cái nắp của nồi,1615_image_1.png,1615_image_2.png
1616,1,7,骸,Hài,thi hài,141 hài cốt,1616_image_1.png,1616_image_2.png
1617,1,7,顎,Ngạc,cái cằm,Người đàn ông cằm nhô nhìn bức thư pháp,1617_image_1.png,1617_image_2.png
1618,1,7,玩,Ngoạn,du ngoạn,Vua của Tây Nguyên đi du ngoạn,1618_image_1.png,1618_image_2.png
1619,1,7,飢,Cơ,đói,Ngồi chờ lâu quá đói bụng,1619_image_1.png,1619_image_2.png
1620,1,7,糾,Củ,"quy củ, tập hợp",Tập hợp 4 loại chỉ khác nhau,1620_image_1.png,1620_image_2.png
1621,1,7,拒,cự,kháng cự,Dùng tay kháng cự,1621_image_1.png,1621_image_2.png
1622,1,7,挟,Hiệp,kẹp vào,Người bị kẹp đầu ở thanh sắt,1622_image_1.png,1622_image_2.png
1623,1,7,享,Hưởng,hưởng thụ,Hoàng tử sinh ra đã có số hưởng thụ,1623_image_1.png,1623_image_2.png
1624,1,8,矯,Kiểu,nắn thẳng,Nắn thẳng mũi tên,1624_image_1.png,1624_image_2.png
1625,1,8,恭,Cung,cung kính,Đứa trẻ bị phạt quỳ ngoài hàng rào,1625_image_1.png,1625_image_2.png
1626,1,8,菌,Khuẩn,vi khuẩn,Dính rau và cơm ở răng thì dễ bị vi khuẩn (sâu răng),1626_image_1.png,1626_image_2.png
1627,1,8,謹,Cẩn,cẩn trọng,Lời nói cần cẩn trọng,1627_image_1.png,1627_image_2.png
1628,1,8,琴,Cầm,cái đàn,2 Ông vua đàn ca quên thời gian,1628_image_1.png,1628_image_2.png
1629,1,8,襟,Khâm,Cổ áo,Cổ áo là nơi cấm sờ vào,1629_image_1.png,1629_image_2.png
1630,1,8,伎,Kĩ,kĩ năng,Người có Kĩ năng chiết cành,1630_image_1.png,1630_image_2.png
1631,1,8,亀,Qui,con rùa,Con rùa chậm chạp,1631_image_1.png,1631_image_2.png
1632,1,8,毀,Hủy,phá hủy,Dùng vũ khí (cái búa) phá hủy cái bình,1632_image_1.png,1632_image_2.png
1633,1,8,畿,Kì,kinh kì (là vùng đất xung quanh kinh đô),Ruộng lúa xung quanh kinh đô,1633_image_1.png,1633_image_2.png
1634,1,9,臼,Cữu,cối đá,Cái cối đá,1634_image_1.png,1634_image_2.png
1635,1,9,嗅,Khứu,"ngửi, khứu giác",Chó ngửi phân,1635_image_1.png,1635_image_2.png
1636,1,9,僅,Cận,số lượng nhỏ,Người tài giỏi thường chiếm số lượng nhỏ,1636_image_1.png,1636_image_2.png
1637,1,9,錦,Cẩm,gấm vóc,Dùng vàng đề mua gấm vóc,1637_image_1.png,1637_image_2.png
1638,1,9,乞,Khất,"xin xỏ, hành khất",Người ăn xin nằm trên đường,1638_image_1.png,1638_image_2.png
1639,1,9,頃,Khoảnh,khoảng,Khoảng thời gian gần đây bán thìa kiếm tiền,1639_image_1.png,1639_image_2.png
1640,1,9,崎,Khi,đường gập ghềnh,"Đường núi gập ghềnh, quanh co",1640_image_1.png,1640_image_2.png
1641,1,9,埼,Kỳ,mũi đất,Đỉnh của ụ đất chồi lên khỏi mặt đất gọi là mũi đất,1641_image_1.png,1641_image_2.png
1642,1,9,据,Cự,lắp đặt,Dùng tay lắp đặt bình nóng lạnh,1642_image_1.png,1642_image_2.png
1643,1,9,裾,Cư,vạt áo,Vạt áo thời xưa,1643_image_1.png,1643_image_2.png
1644,1,10,肌,Cơ,da thịt,Cơ bắp và da thịt,1644_image_1.png,1644_image_2.png
1645,1,10,頬,Giáp,cái má,Béo má núm đồng tiền,1645_image_1.png,1645_image_2.png
1646,1,10,偽,Ngụy,ngụy biện,Con người thường hay có hành vi ngụy biện về những điều sai trái,1646_image_1.png,1646_image_2.png
1647,1,10,擬,Nghĩ,phỏng theo,Diễn viên đang phỏng theo biểu cảm nghi hoặc,1647_image_1.png,1647_image_2.png
1648,1,10,宜,Nghi,tiện nghi,Ngôi nhà tiện nghi có quạt điều hòa,1648_image_1.png,1648_image_2.png
1649,1,10,暁,Hiểu,bình minh,Người đi ngắm bình minh,1649_image_1.png,1649_image_2.png
1650,1,10,吟,Ngâm,ngâm thơ,Nhìn lên đồng hờ ngâm thơ,1650_image_1.png,1650_image_2.png
1651,1,10,薫,Huân,hương thơm,Đốt thảo mộc mùi hương nồng nặc (nặng mùi),1651_image_1.png,1651_image_2.png
1652,1,10,勲,Huân,huân chương,Huân chương lao động,1652_image_1.png,1652_image_2.png
1653,1,10,窟,Quật,cái hang,Cái hang dưới lòng đất,1653_image_1.png,1653_image_2.png
1654,1,11,駒,Câu,ngựa non,Ngựa non bên cạnh ngựa mẹ,1654_image_1.png,1654_image_2.png
1655,1,11,堀,Quật,hang động,Hang động dưới lòng đất,1655_image_1.png,1655_image_2.png
1656,1,11,虞,Ngu,sợ hãi,7 chàng trai ngô nghê đứng trên sườn núi không biết sợ hãi,1656_image_1.png,1656_image_2.png
1657,1,11,隅,Ngung,"góc, xó",Vứt biển và tivi ở góc xó,1657_image_1.png,1657_image_2.png
1658,1,11,惧,Cụ,sự sợ hãi,Trái tim sợ hãi,1658_image_1.png,1658_image_2.png
1659,1,11,蛍,Huỳnh,huỳnh quang,Con đom đóm phát sáng,1659_image_1.png,1659_image_2.png
1660,1,11,茎,Hành,cái cuống,Thái cuống hành trên đất,1660_image_1.png,1660_image_2.png
1661,1,11,渓,Khê,thung lũng,Khe nước trong thung lũng,1661_image_1.png,1661_image_2.png
1662,1,11,慶,Khánh,khánh thành,Xách giỏ tre đi dự lễ khánh thành,1662_image_1.png,1662_image_2.png
1663,1,11,匂,Mùi,mùi hương,Túi có mùi thơm,1663_image_1.png,1663_image_2.png
1664,1,12,傑,Kiệt,kiệt xuất,Hào kiệt múa đao trong rừng tăm tối,1664_image_1.png,1664_image_2.png
1665,1,12,嫌,Hiềm,hiềm khích,Phụ nữ thường hay có hiềm khích với người khác,1665_image_1.png,1665_image_2.png
1666,1,12,謙,Khiêm,khiêm tốn,Lời nói khiêm tốn,1666_image_1.png,1666_image_2.png
1667,1,12,献,Hiến,hiến dâng,Hiến dâng thịt chó cho vua Nam,1667_image_1.png,1667_image_2.png
1668,1,12,顕,Hiển,"rõ ràng, nội bật",Dây đeo cổ đắt tiền nên rất nổi bật,1668_image_1.png,1668_image_2.png
1669,1,12,懸,Huyền,treo,Treo tim heo rao bán,1669_image_1.png,1669_image_2.png
1670,1,12,繭,Kiên,Kén tằm,Kén tằm nhả tơ,1670_image_1.png,1670_image_2.png
1671,1,12,詣,Nghệ,"hành hương, truyền giáo",Nhà sư truyền giáo,1671_image_1.png,1671_image_2.png
1672,1,12,憬,Cảnh,cảnh tỉnh,Tức cảnh sinh tình,1672_image_1.png,1672_image_2.png
1673,1,12,稽,Kê,khấu đầu,Người nông dân quỳ khấu đầu về phía đồng lúa mong 1 năm thu hoạch được mùa,1673_image_1.png,1673_image_2.png
1674,1,13,拳,Quyền,nắm đấm,Nắm đấm quyền anh,1674_image_1.png,1674_image_2.png
